Store,Dept,Date,Weekly_Sales,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Size,IsHoliday,Month,Week,Year,Day,DayOfWeek,Weekly_Sales_Rolling4,Sales_vs_StoreMean,Type_B,Type_C
1,1,2010-05-07,17413.94,72.55,2.835,0.0,0.0,0.0,0.0,0.0,210.3399684,7.808,151315,0,5,18,2010,7,4,16927.84,0.9349097802974552,False,False
1,1,2010-05-14,18926.74,74.78,2.854,0.0,0.0,0.0,0.0,0.0,210.3374261,7.808,151315,0,5,19,2010,14,4,17260.285,1.0161281326998404,False,False
1,1,2010-05-21,14773.04,76.44,2.826,0.0,0.0,0.0,0.0,0.0,210.6170934,7.808,151315,0,5,20,2010,21,4,16917.2075,0.7931266319239366,False,False
1,1,2010-05-28,15580.43,80.44,2.759,0.0,0.0,0.0,0.0,0.0,210.8967606,7.808,151315,0,5,21,2010,28,4,16673.5375,0.8364733304605322,False,False
1,1,2010-06-04,17558.09,80.69,2.705,0.0,0.0,0.0,0.0,0.0,211.1764278,7.808,151315,0,6,22,2010,4,4,16709.575,0.9426488241226824,False,False
1,1,2010-06-11,16637.62,80.43,2.668,0.0,0.0,0.0,0.0,0.0,211.4560951,7.808,151315,0,6,23,2010,11,4,16137.295,0.8932311503813924,False,False
1,1,2010-06-18,16216.27,84.11,2.637,0.0,0.0,0.0,0.0,0.0,211.4537719,7.808,151315,0,6,24,2010,18,4,16498.1025,0.8706099494395991,False,False
1,1,2010-06-25,16328.72,84.34,2.653,0.0,0.0,0.0,0.0,0.0,211.3386526,7.808,151315,0,6,25,2010,25,4,16685.175,0.8766471015599376,False,False
1,1,2010-07-02,16333.14,80.91,2.669,0.0,0.0,0.0,0.0,0.0,211.2235333,7.787,151315,0,7,26,2010,2,4,16378.9375,0.8768844000247834,False,False
1,1,2010-07-09,17688.76,80.48,2.642,0.0,0.0,0.0,0.0,0.0,211.108414,7.787,151315,0,7,27,2010,9,4,16641.7225,0.9496641613175658,False,False
1,1,2010-07-16,17150.84,83.15,2.623,0.0,0.0,0.0,0.0,0.0,211.1003854,7.787,151315,0,7,28,2010,16,4,16875.364999999998,0.9207846160212338,False,False
1,1,2010-07-23,15360.45,83.36,2.608,0.0,0.0,0.0,0.0,0.0,211.2351443,7.787,151315,0,7,29,2010,23,4,16633.2975,0.8246631684024435,False,False
1,1,2010-07-30,15381.82,81.84,2.64,0.0,0.0,0.0,0.0,0.0,211.3699032,7.787,151315,0,7,30,2010,30,4,16395.4675,0.8258104688987674,False,False
1,1,2010-08-06,17508.41,87.16,2.627,0.0,0.0,0.0,0.0,0.0,211.5046621,7.787,151315,0,8,31,2010,6,4,16350.38,0.9399816323277652,False,False
1,1,2010-08-13,15536.4,87.0,2.692,0.0,0.0,0.0,0.0,0.0,211.6394211,7.787,151315,0,8,32,2010,13,4,15946.77,0.8341094726761079,False,False
1,1,2010-08-20,15740.13,86.65,2.664,0.0,0.0,0.0,0.0,0.0,211.6033633,7.787,151315,0,8,33,2010,20,4,16041.69,0.8450472139075581,False,False
1,1,2010-08-27,15793.87,85.22,2.619,0.0,0.0,0.0,0.0,0.0,211.5673056,7.787,151315,0,8,34,2010,27,4,16144.7025,0.8479323766905461,False,False
1,1,2010-09-03,16241.78,81.21,2.577,0.0,0.0,0.0,0.0,0.0,211.5312479,7.787,151315,0,9,35,2010,3,4,15828.044999999998,0.8719795159188329,False,False
1,1,2010-09-10,18194.74,78.69,2.565,0.0,0.0,0.0,0.0,0.0,211.4951902,7.787,151315,1,9,36,2010,10,4,16492.63,0.9768289299244928,False,False
1,1,2010-09-17,19354.23,82.11,2.582,0.0,0.0,0.0,0.0,0.0,211.5224596,7.787,151315,0,9,37,2010,17,4,17396.155,1.0390789744955142,False,False
1,1,2010-09-24,18122.52,80.94,2.624,0.0,0.0,0.0,0.0,0.0,211.5972246,7.787,151315,0,9,38,2010,24,4,17978.3175,0.9729516233337336,False,False
1,1,2010-10-01,20094.19,71.89,2.603,0.0,0.0,0.0,0.0,0.0,211.6719895,7.838,151315,0,10,39,2010,1,4,18941.42,1.078805529257326,False,False
1,1,2010-10-08,23388.03,63.93,2.633,0.0,0.0,0.0,0.0,0.0,211.7467544,7.838,151315,0,10,40,2010,8,4,20239.7425,1.2556433517567127,False,False
1,1,2010-10-15,26978.34,67.18,2.72,0.0,0.0,0.0,0.0,0.0,211.8137436,7.838,151315,0,10,41,2010,15,4,22145.77,1.44839788825447,False,False
1,1,2010-10-22,25543.04,69.86,2.725,0.0,0.0,0.0,0.0,0.0,211.8612937,7.838,151315,0,10,42,2010,22,4,24000.9,1.3713403121022072,False,False
1,1,2010-10-29,38640.93,69.64,2.716,0.0,0.0,0.0,0.0,0.0,211.9088438,7.838,151315,0,10,43,2010,29,4,28637.585,2.0745324364726963,False,False
1,1,2010-11-05,34238.88,58.74,2.689,0.0,0.0,0.0,0.0,0.0,211.9563939,7.838,151315,0,11,44,2010,5,4,31350.2975,1.8381976610939816,False,False
1,1,2010-11-12,19549.39,59.61,2.728,0.0,0.0,0.0,0.0,0.0,212.003944,7.838,151315,0,11,45,2010,12,4,29493.06,1.0495566144048545,False,False
1,1,2010-11-19,19552.84,51.41,2.771,0.0,0.0,0.0,0.0,0.0,211.8896737,7.838,151315,0,11,46,2010,19,4,27995.51,1.049741836057279,False,False
1,1,2010-11-26,18820.29,64.52,2.735,0.0,0.0,0.0,0.0,0.0,211.7484333,7.838,151315,1,11,47,2010,26,4,23040.35,1.0104131051924143,False,False
1,1,2010-12-03,22517.56,49.27,2.708,0.0,0.0,0.0,0.0,0.0,211.607193,7.838,151315,0,12,48,2010,3,4,20110.02,1.2089100497896952,False,False
1,1,2010-12-10,31497.65,46.33,2.843,0.0,0.0,0.0,0.0,0.0,211.4659526,7.838,151315,0,12,49,2010,10,4,23097.085,1.6910280523182082,False,False
1,1,2010-12-17,44912.86,49.84,2.869,0.0,0.0,0.0,0.0,0.0,211.4053124,7.838,151315,0,12,50,2010,17,4,29437.090000000004,2.41125627371694,False,False
1,1,2010-12-24,55931.23,52.33,2.886,0.0,0.0,0.0,0.0,0.0,211.4051222,7.838,151315,0,12,51,2010,24,4,38714.825,3.002804302246731,False,False
1,1,2010-12-31,19124.58,48.43,2.943,0.0,0.0,0.0,0.0,0.0,211.4049321,7.838,151315,1,12,52,2010,31,4,37866.58,1.0267496549362811,False,False
1,1,2011-01-07,15984.24,48.27,2.976,0.0,0.0,0.0,0.0,0.0,211.4047419,7.742,151315,0,1,1,2011,7,4,33988.2275,0.8581528537839107,False,False
1,1,2011-01-14,17359.7,35.4,2.983,0.0,0.0,0.0,0.0,0.0,211.4574109,7.742,151315,0,1,2,2011,14,4,27099.9375,0.9319977737967244,False,False
1,1,2011-01-21,17341.47,44.04,3.016,0.0,0.0,0.0,0.0,0.0,211.8272343,7.742,151315,0,1,3,2011,21,4,17452.4975,0.9310190518478249,False,False
1,1,2011-01-28,18461.18,43.83,3.01,0.0,0.0,0.0,0.0,0.0,212.1970577,7.742,151315,0,1,4,2011,28,4,17286.6475,0.9911334102352352,False,False
1,1,2011-02-04,21665.76,42.27,2.989,0.0,0.0,0.0,0.0,0.0,212.5668812,7.742,151315,0,2,5,2011,4,4,18707.0275,1.1631790922431908,False,False
1,1,2011-02-11,37887.17,36.39,3.022,0.0,0.0,0.0,0.0,0.0,212.9367046,7.742,151315,1,2,6,2011,11,4,23838.895,2.0340649951011853,False,False
1,1,2011-02-18,46845.87,57.36,3.045,0.0,0.0,0.0,0.0,0.0,213.2478853,7.742,151315,0,2,7,2011,18,4,31214.995,2.5150346233846648,False,False
1,1,2011-02-25,19363.83,62.9,3.065,0.0,0.0,0.0,0.0,0.0,213.535609,7.742,151315,0,2,8,2011,25,4,31440.6575,1.0395943738761746,False,False
1,1,2011-03-04,20327.61,59.58,3.288,0.0,0.0,0.0,0.0,0.0,213.8233327,7.742,151315,0,3,9,2011,4,4,31106.12,1.0913372504483392,False,False
1,1,2011-03-11,21280.4,53.56,3.459,0.0,0.0,0.0,0.0,0.0,214.1110564,7.742,151315,0,3,10,2011,11,4,26954.4275,1.1424901021045188,False,False
1,1,2011-03-18,20334.23,62.76,3.488,0.0,0.0,0.0,0.0,0.0,214.3627114,7.742,151315,0,3,11,2011,18,4,20326.5175,1.091692661271253,False,False
1,1,2011-03-25,20881.1,69.97,3.473,0.0,0.0,0.0,0.0,0.0,214.5999389,7.742,151315,0,3,12,2011,25,4,20705.835,1.1210527091151796,False,False
1,1,2011-04-01,20398.09,59.17,3.524,0.0,0.0,0.0,0.0,0.0,214.8371664,7.682,151315,0,4,13,2011,1,4,20723.455,1.0951211409013537,False,False
1,1,2011-04-08,23873.79,67.84,3.622,0.0,0.0,0.0,0.0,0.0,215.0743939,7.682,151315,0,4,14,2011,8,4,21371.8025,1.2817225604181235,False,False
1,1,2011-04-15,28762.37,71.27,3.743,0.0,0.0,0.0,0.0,0.0,215.2918561,7.682,151315,0,4,15,2011,15,4,23478.8375,1.5441778837835731,False,False
1,1,2011-04-22,50510.31,72.99,3.807,0.0,0.0,0.0,0.0,0.0,215.4599053,7.682,151315,0,4,16,2011,22,4,30886.14,2.711769009474958,False,False
1,1,2011-04-29,41512.39,72.03,3.81,0.0,0.0,0.0,0.0,0.0,215.6279544,7.682,151315,0,4,17,2011,29,4,36164.715,2.22869375997174,False,False
1,1,2011-05-06,20138.19,64.61,3.906,0.0,0.0,0.0,0.0,0.0,215.7960035,7.682,151315,0,5,18,2011,6,4,35230.814999999995,1.0811677764186858,False,False
1,1,2011-05-13,17235.15,75.64,3.899,0.0,0.0,0.0,0.0,0.0,215.9640526,7.682,151315,0,5,19,2011,13,4,32349.009999999995,0.925311003707012,False,False
1,1,2011-05-20,15136.78,67.63,3.907,0.0,0.0,0.0,0.0,0.0,215.7339202,7.682,151315,0,5,20,2011,20,4,23505.627499999995,0.8126548997074133,False,False
1,1,2011-05-27,15741.6,77.72,3.786,0.0,0.0,0.0,0.0,0.0,215.5037878,7.682,151315,0,5,21,2011,27,4,17062.929999999997,0.8451261344377218,False,False
1,1,2011-06-03,16434.15,83.0,3.699,0.0,0.0,0.0,0.0,0.0,215.2736553,7.682,151315,0,6,22,2011,3,4,16136.919999999996,0.8823073678831685,False,False
1,1,2011-06-10,15883.52,83.13,3.648,0.0,0.0,0.0,0.0,0.0,215.0435229,7.682,151315,0,6,23,2011,10,4,15799.012499999995,0.8527454552818164,False,False
1,1,2011-06-17,14978.09,86.41,3.637,0.0,0.0,0.0,0.0,0.0,214.9980596,7.682,151315,0,6,24,2011,17,4,15759.339999999997,0.8041352405702277,False,False
1,1,2011-06-24,15682.81,83.58,3.594,0.0,0.0,0.0,0.0,0.0,215.0910982,7.682,151315,0,6,25,2011,24,4,15744.642499999996,0.8419698501055323,False,False
1,1,2011-07-01,15363.5,85.55,3.524,0.0,0.0,0.0,0.0,0.0,215.1841368,7.962,151315,0,7,26,2011,1,4,15476.979999999996,0.824826915080674,False,False
1,1,2011-07-08,16148.87,85.83,3.48,0.0,0.0,0.0,0.0,0.0,215.2771754,7.962,151315,0,7,27,2011,8,4,15543.317499999996,0.86699141628788,False,False
1,1,2011-07-15,15654.85,88.54,3.575,0.0,0.0,0.0,0.0,0.0,215.3611087,7.962,151315,0,7,28,2011,15,4,15712.507499999996,0.8404687494093592,False,False
1,1,2011-07-22,15766.6,85.77,3.651,0.0,0.0,0.0,0.0,0.0,215.4222784,7.962,151315,0,7,29,2011,22,4,15733.454999999998,0.846468320324858,False,False
1,1,2011-07-29,15922.41,86.83,3.682,0.0,0.0,0.0,0.0,0.0,215.4834482,7.962,151315,0,7,30,2011,29,4,15873.182499999995,0.8548333596478455,False,False
1,1,2011-08-05,15295.55,91.65,3.684,0.0,0.0,0.0,0.0,0.0,215.544618,7.962,151315,0,8,31,2011,5,4,15659.852499999995,0.8211788538394378,False,False
1,1,2011-08-12,14539.79,90.76,3.638,0.0,0.0,0.0,0.0,0.0,215.6057878,7.962,151315,0,8,32,2011,12,4,15381.087499999998,0.7806040375969561,False,False
1,1,2011-08-19,14689.24,89.94,3.554,0.0,0.0,0.0,0.0,0.0,215.6693107,7.962,151315,0,8,33,2011,19,4,15111.747499999996,0.7886276248302561,False,False
1,1,2011-08-26,14537.37,87.96,3.523,0.0,0.0,0.0,0.0,0.0,215.7332258,7.962,151315,0,8,34,2011,26,4,14765.487499999996,0.7804741140030812,False,False
1,1,2011-09-02,15277.27,87.83,3.533,0.0,0.0,0.0,0.0,0.0,215.7971409,7.962,151315,0,9,35,2011,2,4,14760.917499999996,0.8201974475187639,False,False
1,1,2011-09-09,17746.68,76.0,3.546,0.0,0.0,0.0,0.0,0.0,215.861056,7.962,151315,1,9,36,2011,9,4,15562.639999999998,0.952773737580883,False,False
1,1,2011-09-16,18535.48,79.94,3.526,0.0,0.0,0.0,0.0,0.0,216.0410526,7.962,151315,0,9,37,2011,16,4,16524.199999999997,0.995122386691804,False,False
1,1,2011-09-23,17859.3,75.8,3.467,0.0,0.0,0.0,0.0,0.0,216.3758246,7.962,151315,0,9,38,2011,23,4,17354.682499999995,0.958820016565254,False,False
1,1,2011-09-30,18337.68,79.69,3.355,0.0,0.0,0.0,0.0,0.0,216.7105965,7.962,151315,0,9,39,2011,30,4,18119.785,0.9845030119527826,False,False
1,1,2011-10-07,20797.58,69.31,3.285,0.0,0.0,0.0,0.0,0.0,217.0453684,7.866,151315,0,10,40,2011,7,4,18882.509999999995,1.1165687345034352,False,False
1,1,2011-10-14,23077.55,71.74,3.274,0.0,0.0,0.0,0.0,0.0,217.3552733,7.866,151315,0,10,41,2011,14,4,20018.0275,1.2389744767871909,False,False
1,1,2011-10-21,23351.8,63.71,3.353,0.0,0.0,0.0,0.0,0.0,217.5159762,7.866,151315,0,10,42,2011,21,4,21391.1525,1.253698255969075,False,False
1,1,2011-10-28,31579.9,66.57,3.372,0.0,0.0,0.0,0.0,0.0,217.6766791,7.866,151315,0,10,43,2011,28,4,24701.7075,1.6954438438868864,False,False
1,1,2011-11-04,39886.06,54.98,3.332,0.0,0.0,0.0,0.0,0.0,217.837382,7.866,151315,0,11,44,2011,4,4,29473.827499999992,2.1413802730186915,False,False
1,1,2011-11-11,18689.54,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,151315,0,11,45,2011,11,4,28376.825,1.003393473002692,False,False
1,1,2011-11-18,19050.66,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,151315,0,11,46,2011,18,4,27301.54,1.0227810797051968,False,False
1,1,2011-11-25,20911.25,60.14,3.236,410.31,98.0,55805.51,8.0,554.92,218.4676211,7.866,151315,1,11,47,2011,25,4,24634.377499999995,1.1226713852950658,False,False
1,1,2011-12-02,25293.49,48.91,3.172,5629.51,68.0,1398.11,2084.64,20475.32,218.7147333,7.866,151315,0,12,48,2011,2,4,20986.235,1.3579426125768137,False,False
1,1,2011-12-09,33305.92,43.93,3.158,4640.65,19.0,105.02,3639.42,14461.82,218.9618456,7.866,151315,0,12,49,2011,9,4,24640.329999999994,1.7881094312834784,False,False
1,1,2011-12-16,45773.03,51.63,3.159,5011.32,67.0,347.37,225.79,4011.37,219.1794533,7.866,151315,0,12,50,2011,16,4,31320.922499999997,2.4574365950984567,False,False
1,1,2011-12-23,46788.75,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,151315,0,12,51,2011,23,4,37790.29749999999,2.511967997069736,False,False
1,1,2011-12-30,23350.88,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,151315,1,12,52,2011,30,4,37304.645,1.2536488635284284,False,False
1,1,2012-01-06,16567.69,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.7142581,7.348,151315,0,1,1,2012,6,4,33120.087499999994,0.8894767880178951,False,False
1,1,2012-01-13,16894.4,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,151315,0,1,2,2012,13,4,25900.429999999997,0.9070170100653456,False,False
1,1,2012-01-20,18365.1,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,151315,0,1,3,2012,20,4,18794.517499999994,0.9859751214337934,False,False
1,1,2012-01-27,18378.16,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.0788523,7.348,151315,0,1,4,2012,27,4,17551.337499999994,0.9866762793412334,False,False
1,1,2012-02-03,23510.49,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,151315,0,2,5,2012,3,4,19287.0375,1.2622179151062607,False,False
1,1,2012-02-10,36988.49,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348,151315,1,2,6,2012,10,4,24310.56,1.9858171705791232,False,False
1,1,2012-02-17,54060.1,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,151315,0,2,7,2012,17,4,33234.31,2.902348131086845,False,False
1,1,2012-02-24,20124.22,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,151315,0,2,8,2012,24,4,33670.825,1.080417762944954,False,False
1,1,2012-03-02,20113.03,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348,151315,0,3,9,2012,2,4,32821.45999999999,1.079817000541872,False,False
1,1,2012-03-09,21140.07,58.76,3.669,10331.04,151.88,6.0,671.43,5509.84,221.0591887,7.348,151315,0,3,10,2012,9,4,28859.355,1.134956144282846,False,False
1,1,2012-03-16,22366.88,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,151315,0,3,11,2012,16,4,20936.05,1.200820427010748,False,False
1,1,2012-03-23,22107.7,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,151315,0,3,12,2012,23,4,21431.92,1.1869057174816298,False,False
1,1,2012-03-30,28952.86,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,151315,0,3,13,2012,30,4,23641.877499999995,1.554404803369196,False,False
1,1,2012-04-06,57592.12,70.43,3.891,10121.97,0.0,77.98,3750.59,4510.72,221.4356112,7.143,151315,0,4,14,2012,6,4,32754.89,3.091973226970156,False,False
1,1,2012-04-13,34684.21,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,151315,0,4,15,2012,13,4,35834.2225,1.862106286738716,False,False
1,1,2012-04-20,16976.19,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,151315,0,4,16,2012,20,4,34551.344999999994,0.9114081054137004,False,False
1,1,2012-04-27,16347.6,67.23,3.814,3221.25,0.0,35.49,577.14,6222.25,221.6179368,7.143,151315,0,4,17,2012,27,4,31400.03,0.877660720341903,False,False
1,1,2012-05-04,17147.44,75.55,3.749,21290.13,0.0,69.89,4977.35,3261.04,221.6718,7.143,151315,0,5,18,2012,4,4,21288.859999999997,0.9206020787405832,False,False
1,1,2012-05-11,18164.2,73.77,3.688,8351.4,0.0,10.52,2443.14,3127.88,221.7256632,7.143,151315,0,5,19,2012,11,4,17158.857499999995,0.9751893156447672,False,False
1,1,2012-05-18,18517.79,70.33,3.63,6154.14,0.0,45.11,1675.49,5508.18,221.742674,7.143,151315,0,5,20,2012,18,4,17544.257499999996,0.9941726559580664,False,False
1,1,2012-05-25,16963.55,77.22,3.561,4039.39,0.0,745.19,1429.96,3631.13,221.744944,7.143,151315,0,5,21,2012,25,4,17698.244999999995,0.9107294962291644,False,False
1,1,2012-06-01,16065.49,77.95,3.501,6086.21,12.0,370.51,148.75,3690.85,221.7472139,7.143,151315,0,6,22,2012,1,4,17427.757499999996,0.8625149579171033,False,False
1,1,2012-06-08,17666.0,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,151315,0,6,23,2012,8,4,17303.207499999997,0.9484422352859172,False,False
1,1,2012-06-15,17558.82,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143,151315,0,6,24,2012,15,4,17063.464999999997,0.9426880159505868,False,False
1,1,2012-06-22,16633.41,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,151315,0,6,25,2012,22,4,16980.929999999997,0.8930051262779988,False,False
1,1,2012-06-29,15722.82,84.88,3.286,3965.73,161.6,0.0,435.99,4212.97,221.8434,7.143,151315,0,6,26,2012,29,4,16895.262499999997,0.844117884399305,False,False
1,1,2012-07-06,17823.37,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908,151315,0,7,27,2012,6,4,16934.604999999996,0.956891027008262,False,False
1,1,2012-07-13,16566.18,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908,151315,0,7,28,2012,13,4,16686.444999999996,0.8893957199903121,False,False
1,1,2012-07-20,16348.06,80.42,3.311,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,6.908,151315,0,7,29,2012,20,4,16615.107499999995,0.8776854165622262,False,False
1,1,2012-07-27,15731.18,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908,151315,0,7,30,2012,27,4,16617.1975,0.8445667113599634,False,False
1,1,2012-08-03,16628.31,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908,151315,0,8,31,2012,3,4,16318.432499999995,0.8927313203570231,False,False
1,1,2012-08-10,16119.92,85.05,3.494,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.908,151315,0,8,32,2012,10,4,16206.867499999997,0.8654371650305762,False,False
1,1,2012-08-17,17330.7,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908,151315,0,8,33,2012,17,4,16452.527499999997,0.9304408381676466,False,False
1,1,2012-08-24,16286.4,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908,151315,0,8,34,2012,24,4,16591.332499999997,0.8743750492901936,False,False
1,1,2012-08-31,16680.24,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908,151315,0,8,35,2012,31,4,16604.314999999995,0.8955193088817823,False,False
1,1,2012-09-07,18322.37,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908,151315,1,9,36,2012,7,4,17154.927499999998,0.9836810573155004,False,False
1,1,2012-09-14,19616.22,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,222.5820193,6.908,151315,0,9,37,2012,14,4,17726.307499999995,1.0531445457183468,False,False
1,1,2012-09-21,19251.5,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908,151315,0,9,38,2012,21,4,18467.5825,1.0335636642480943,False,False
1,1,2012-09-28,18947.81,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908,151315,0,9,39,2012,28,4,19034.475,1.0172593269655188,False,False
1,1,2012-10-05,21904.47,68.55,3.617,8077.89,0.0,18.22,3617.43,3626.14,223.1814772,6.573,151315,0,10,40,2012,5,4,19930.0,1.1759948199679222,False,False
1,1,2012-10-12,22764.01,62.99,3.601,2086.18,0.0,8.11,602.36,5926.45,223.3812965,6.573,151315,0,10,41,2012,12,4,20716.9475,1.2221413182650835,False,False
1,1,2012-10-19,24185.27,67.97,3.594,950.33,0.0,4.93,80.25,2312.85,223.4257233,6.573,151315,0,10,42,2012,19,4,21950.39,1.298445122823131,False,False
1,1,2012-10-26,27390.81,69.16,3.506,2585.85,31.75,6.0,1057.16,1305.01,223.4442513,6.573,151315,0,10,43,2012,26,4,24061.14,1.4705423447691528,False,False
1,2,2010-02-05,50605.27,42.31,2.572,0.0,0.0,0.0,0.0,0.0,211.0963582,8.106,151315,0,2,5,2010,5,4,,2.716867168348656,False,False
1,2,2010-02-12,44682.74,38.51,2.548,0.0,0.0,0.0,0.0,0.0,211.2421698,8.106,151315,1,2,6,2010,12,4,,2.3989017210630283,False,False
1,2,2010-02-19,47928.89,39.93,2.514,0.0,0.0,0.0,0.0,0.0,211.2891429,8.106,151315,0,2,7,2010,19,4,,2.573179189764114,False,False
1,2,2010-02-26,44292.87,46.63,2.561,0.0,0.0,0.0,0.0,0.0,211.3196429,8.106,151315,0,2,8,2010,26,4,46877.4425,2.377970600590317,False,False
1,2,2010-03-05,48397.98,46.5,2.625,0.0,0.0,0.0,0.0,0.0,211.3501429,8.106,151315,0,3,9,2010,5,4,46325.62,2.5983634288759827,False,False
1,2,2010-03-12,43751.94,57.79,2.667,0.0,0.0,0.0,0.0,0.0,211.3806429,8.106,151315,0,3,10,2010,12,4,46092.92,2.348929456113174,False,False
1,2,2010-03-19,43615.49,54.58,2.72,0.0,0.0,0.0,0.0,0.0,211.215635,8.106,151315,0,3,11,2010,19,4,45014.57,2.341603805541184,False,False
1,2,2010-03-26,41892.55,51.45,2.732,0.0,0.0,0.0,0.0,0.0,211.0180424,8.106,151315,0,3,12,2010,26,4,44414.490000000005,2.249103575445888,False,False
1,2,2010-04-02,47450.5,62.27,2.719,0.0,0.0,0.0,0.0,0.0,210.8204499,7.808,151315,0,4,13,2010,2,4,44177.62,2.5474956575022305,False,False
